,text,sentiment
461,"just about to go home. i`m usually `mr. positive` but this has been one of those daze. well, 15 mins until tomorrow!",neutral
462, but you always have lee. let`s go to paris,neutral
463, you know you want to come keep me company whilst mum`s at her friends for the night  it`s such a nice evening!,positive
464,cooking with my dad  having lots of fun in the kitchen together,positive
465,bouncing rush makes me feel nauseous,negative
466,off to woolsery this morning to (hopefully) see north molton u16 clinch the north devon league title. lovely day for it,positive
467,playing singstar without my fave duetter,negative
468,"  you`re missing out, bb! i`m such a cereal nut, i think i like every kind available.",positive
469," that`s just weird... :\  oh, and what was it you were drawing for me?",negative
470,just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,positive
471,"the birds are out,, oh man... that`s not cool && i didn`t sleep yet for the night!!!",negative
472,"250 miles down, only 1750 to go. thats ok, u2 on the radio alwas helps.",positive
473,"my street fighter iv skills are lacking, can`t beat seth on easy.",negative
474, fil 461 with cool people like me,positive
475,good morning!!! work and then it`s espn`s sunday night baseball. hopefully it won`t get rained out,positive
476, i think it`s under a honeymoon by the good life -- either that or it`s under a honey moon by joseph arthur.,neutral
477,my son got stung by a bug for the first time  his little finger is slightly swollen.,negative
478, it was hours ago i came in.... and it`s only now i realised when i went to buy something online,neutral
479, oh just referring to our lil exchange on lj with regards to twitter archive postings.,neutral
480,bumping dj opus in the drunk in the car.  lmao. don`t act like u don`t know.,negative
481,why kiss the feet of the people who kick you when you can be anything that you want to?  morning everyone! hope you have the best day ever,positive
482,here`s a brief preview: ://bit.ly/ehcfp   omg james is creepy in that role! i`m scared of him,negative
483,i`m missing crab legs and attending my going away instead!,negative
484,hicks are mean!,negative
485,"gettn ready to take a trip to jersey my dad`s not doing so good, he needs a new heart~whoeva see`s this please say a prayer for my dad",negative
486,"back soon, need to run to the shops and cut the grass",neutral
487,i`m up. i have a plan to transform my bedroom today. random.,neutral
488,"home until tomorrow. did my running and spinning. now time for chiropractor, laundry, shopping, and visiting family. missing nathan",negative
489, thats another sponsor,neutral
490," and most of us are going to be stuck in an office, some without windows",negative
491, no it`s not sad. should make you proud,negative
492,"   sorry, we`ll try to keep it down.",negative
493,is home alone.. doing hw,neutral
494,"according to , a quarter of families under six live in poverty.",negative
495,the plan to not spend money is not going well,negative
496,uploading all my bamboozle pictures of facebook,neutral
497, congratulations ! you guys finish a month early than we do. booo,positive
498," actually, i wish i was back in tahoe.  i miss it there.",negative
499,"woke up,i wanna stay in my bed",neutral
500, but my bday is june 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!,negative
501," it would be great if those vips were for some acts i`d enjoy seeing, but noooo.",neutral
502,_marie wish i could make it too!!! i hate my commute sometimes,neutral
503,workin a long day today... hopefully i can make some good tips,positive
504, but it all went too quick and there wasn`t a chance lol,negative
505,hates headaches! maybe i`m not ready to rock,negative
506, thanks for the support,positive
507,there`s really no android twitter app of tweetie`s calibre,neutral
508,"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",positive
509,nyappy mother`s day to your mom`s.,positive
510,yeah.... and im gonna take ur picture off my ipod baby..,neutral
511, traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...,negative
512, lol same here....wish there was a way to microsize everything...lol,neutral
513," 'organization ...itil, forget about people (and so they fail)' preaching to the converted  it is the people ://tr.im/kwua",negative
514,"_libertine um, glad you enjoyed it...",positive
515,about to have dinner and then an evening of playing cards. already packed and ready to head home tomorrow   do we have to go home?,neutral
516, im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative
517, he says he feels mama tucking him in at night  he`s lonely but getting by. tomorrow will be tough!,negative
518,i miss her alot and its only been one day,negative
519, sounds like you all had a great night . i`m glad it was successful,positive
520, thanks for sharing that,positive
521, you should say mlia instead of fml  i hope you find it soon,positive
522,"garden going well, almost all the corn and peas are up, no onions or beets up yet though.",positive
523, nah jkin he`s hot! so... bored now,neutral
524,ahhh i`m sqeaky clean and fresh. even though i`m wearing dirty clothes  i love two and a half men - it`s amazing!,positive
525, yes i have read them many times.,neutral
526, cuz you play a grown up on twitter?,neutral
527,i am living in ignorance  :at,negative
528, nope... it is telling you that you want cameo creams,neutral
529, awwww  we`re gonna miss you!,negative
530, we quite like worthing its a relaxing place with nice coffee shops and fresh air.. and not too many oiks,positive
531,"_terrible haha, that was new  the fact that he couldn`t do it should have cost his part. what kind of spock is that!",neutral
532,today was a lovely day! i had fun with  and  this evening!,positive
533, beto`s pizzeria is on banksville rd in i believe the beachview area... sorry to answer like 100 years later,negative
534,"sigh, my sisters bein strange.. she came all the way from copenhagen to london, and now her phones turned off.. i wanna see her dammit",negative
535, it was amazing,positive
536,at barbs trying to figure out y the dsl aint connecting. i need my google. going home to my computer if it don`t start working soon. smh,neutral
537,i`m sick and sad .... missing out on martini lounge tonight,negative
538,seems really quiet tonight...am jealous of those who are clearly having a more exciting life than me   off to bed i think...,neutral
539,really wishes he had some spare cash to buy the new punch out for wii,negative
540,"aw, not going to toronto anymore.",negative
541, so sorry to hear about your mom! that really sucks,negative
542, i feel for you  i hope it`s a smooth flight. be safe! mucho amor from boston!,positive
543,can`t sleep...so i`m watching hgtv. i`m afraid infomercials are about to take over,negative
544,i`m getting me & my family ready for kaylee`s graduation! it`s gonna make me so sad.,negative
545, sweet dreams,positive
546, hay wats ur aim? we should chat,neutral
547,. okay kool... i might be touring all summer long but we can make it happen!,neutral
548,in pain. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,negative
549,"time to watch op, then some dead like me, then sleep.",neutral
550,having dinner with my grandma since i couldn`t be with my mum.,neutral
551, haha thanks  its for history and its on how the invention of television has influence america lol,positive
552, yea so wassup,neutral
553,"stupid jobs, idk what to do.",negative
554,shopped til i dropped....come bac sunshine i miss u,negative
555," like your pics, lucky girl, again",positive
556, thank you   i`ve had anxiety issues for years so i think if i can make it through the first couple of days then i will be fine.,neutral
557,around 3 hours left until a 3 day weekend and i have waaaay too much work to do.,neutral
558,feeling loved!  my mom got me a nikon cool pix for my birthday!!!!,positive
559," there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref atm",neutral
